Job_20250821_1307_Track01_Sphere_00001.jpg;400023.222017;390150.514;5819565.403;35.865;-165.7824664474;93.4539676921;-136.9044486158;-0.0562249261;0.0858748768;0.9947181828;0.9976281966;0.0444558353;0.0525514997;-0.0397081741;0.9953136110;-0.0881707246
Job_20250821_1307_Track01_Sphere_00002.jpg;400023.652518;390147.603;5819565.072;35.863;-139.2471280260;89.6308613310;-163.9310347868;-0.1368210225;0.0870373167;0.9867646697;0.9896426291;0.0556979220;0.1323072489;-0.0434450736;0.9946467951;-0.0937564856
Job_20250821_1307_Track01_Sphere_00003.jpg;400024.071950;390144.692;5819564.516;35.873;-127.6811960581;85.7871926341;-175.8919535019;-0.2057178705;0.0818536124;0.9751821081;0.9775114853;0.0644188890;0.2008021484;-0.0463837667;0.9945603013;-0.0932649629
Job_20250821_1307_Track01_Sphere_00004.jpg;400024.462572;390141.887;5819563.790;35.885;-124.2182287094;83.7442403957;-178.9547384591;-0.2389031759;0.0819846481;0.9675762451;0.9702825309;0.0595922445;0.2345220132;-0.0384328354;0.9948503816;-0.0937850483
Job_20250821_1307_Track01_Sphere_00005.jpg;400024.850952;390139.076;5819563.014;35.893;-123.8897040360;83.3130022829;-179.4584421493;-0.2457548196;0.0821683319;0.9658431207;0.9684773877;0.0626456309;0.2410955710;-0.0406954308;0.9946476211;-0.0949736371
Job_20250821_1307_Track01_Sphere_00006.jpg;400025.228747;390136.234;5819562.220;35.908;-121.7061630482;83.1234583999;-181.9833709140;-0.2515797720;0.0731619474;0.9650673281;0.9667089316;0.0671157580;0.2469196563;-0.0467061024;0.9950591965;-0.0876112751
Job_20250821_1307_Track01_Sphere_00007.jpg;400025.595734;390133.416;5819561.416;35.907;-125.1297495617;82.9426116073;-178.6584971818;-0.2500053369;0.0870970439;0.9643191570;0.9671266191;0.0703063697;0.2443831356;-0.0465127305;0.9937158142;-0.1018108372
Job_20250821_1307_Track01_Sphere_00008.jpg;400025.949761;390130.616;5819560.618;35.932;-124.0358682113;83.0967806227;-179.6490493189;-0.2491125110;0.0824625707;0.9649574505;0.9674010773;0.0680869276;0.2439248366;-0.0455863190;0.9942656057;-0.0967356852
Job_20250821_1307_Track01_Sphere_00009.jpg;400026.295203;390127.788;5819559.815;35.957;-125.0860245378;82.8975271857;-178.7926750031;-0.2508336625;0.0867932140;0.9641314287;0.9668456342;0.0717188054;0.2450835216;-0.0478747677;0.9936414600;-0.1019051307
Job_20250821_1307_Track01_Sphere_00010.jpg;400026.636258;390124.957;5819558.990;35.995;-124.3028908102;82.7556674343;-179.1410858259;-0.2533383899;0.0861103380;0.9635375809;0.9664995469;0.0649611071;0.2483116599;-0.0412102670;0.9941655115;-0.0996827450
Job_20250821_1307_Track01_Sphere_00011.jpg;400026.970307;390122.163;5819558.170;36.028;-120.6348169804;82.8480481548;-182.5896334444;-0.2562825650;0.0718897767;0.9639248450;0.9657918096;0.0598638994;0.2523142765;-0.0395654829;0.9956144703;-0.0847726312
Job_20250821_1307_Track01_Sphere_00012.jpg;400027.309207;390119.314;5819557.332;36.029;-123.0978643874;82.7272901583;-180.1364566915;-0.2550624599;0.0822708031;0.9634182148;0.9661607328;0.0612814732;0.2505554218;-0.0384262917;0.9947241306;-0.0951174227
Job_20250821_1307_Track01_Sphere_00013.jpg;400027.642583;390116.497;5819556.517;36.051;-123.1962761860;82.9224125623;-180.1333443414;-0.2522470084;0.0813762900;0.9642351094;0.9668296481;0.0625375202;0.2476479156;-0.0401482040;0.9947195374;-0.0944519122
Job_20250821_1307_Track01_Sphere_00014.jpg;400027.975749;390113.671;5819555.710;36.068;-121.7644555644;83.2140559023;-181.7654421739;-0.2500101586;0.0736346342;0.9654392064;0.9672290489;0.0646183786;0.2455451733;-0.0443044871;0.9951896331;-0.0873768083
Job_20250821_1307_Track01_Sphere_00015.jpg;400028.311238;390110.820;5819554.900;36.069;-123.3621965047;82.7161817678;-180.7138229132;-0.2559585422;0.0800043777;0.9633714363;0.9653182304;0.0741821907;0.2503152345;-0.0514386890;0.9940303326;-0.0962172496
Job_20250821_1307_Track01_Sphere_00016.jpg;400028.645865;390108.005;5819554.062;36.105;-122.6060052674;82.4829408229;-181.1795719822;-0.2599116936;0.0791574499;0.9623824654;0.9644919311;0.0697045526;0.2547480918;-0.0469172299;0.9944221304;-0.0944637500
Job_20250821_1307_Track01_Sphere_00017.jpg;400028.981105;390105.205;5819553.219;36.132;-122.5057748389;82.2234195122;-181.3268891752;-0.2638476429;0.0796894433;0.9612668797;0.9634024457;0.0706733036;0.2585749634;-0.0473302111;0.9943112575;-0.0954199891
Job_20250821_1307_Track01_Sphere_00018.jpg;400029.311879;390102.397;5819552.370;36.159;-122.2140723696;82.3045789612;-181.4139969324;-0.2627826047;0.0789755723;0.9616174716;0.9638333554;0.0673401963;0.2578576372;-0.0443910549;0.9945994957;-0.0938151230
Job_20250821_1307_Track01_Sphere_00019.jpg;400029.639502;390099.599;5819551.527;36.183;-122.7913427882;82.3285661470;-180.8649057469;-0.2617455642;0.0811318546;0.9617207920;0.9641063773;0.0680153394;0.2566569830;-0.0445887090;0.9943799756;-0.0960224518
Job_20250821_1307_Track01_Sphere_00020.jpg;400029.960624;390096.833;5819550.693;36.205;-123.1153277443;82.3843768539;-180.4722294046;-0.2604362950;0.0824901724;0.9619606581;0.9645131346;0.0670606489;0.2553767462;-0.0434436342;0.9943330633;-0.0970278817
Job_20250821_1307_Track01_Sphere_00021.jpg;400030.276602;390094.033;5819549.861;36.228;-123.2769170256;82.4190428918;-180.4081160630;-0.2598538403;0.0825937290;0.9621092753;0.9646016185;0.0685709698;0.2546404126;-0.0449410648;0.9942214532;-0.0974884745
Job_20250821_1307_Track01_Sphere_00022.jpg;400030.589823;390091.221;5819549.019;36.248;-124.0706587728;82.2973497144;-179.4974820470;-0.2603899537;0.0868841061;0.9615863061;0.9645647194;0.0673185884;0.2551139151;-0.0425672883;0.9939413261;-0.1013344275
Job_20250821_1307_Track01_Sphere_00023.jpg;400030.896141;390088.441;5819548.181;36.282;-123.3448246682;82.2847922757;-180.0898264567;-0.2613675546;0.0845159319;0.9615321413;0.9643765807;0.0649739128;0.2564297200;-0.0408021087;0.9943014874;-0.0984872581
Job_20250821_1307_Track01_Sphere_00024.jpg;400031.202400;390085.597;5819547.329;36.308;-122.1885511502;82.3081974047;-181.2866220239;-0.2625717517;0.0794853533;0.9616330661;0.9639971091;0.0650086167;0.2578438548;-0.0420196255;0.9947140083;-0.0936930772
Job_20250821_1307_Track01_Sphere_00025.jpg;400031.496622;390082.833;5819546.497;36.326;-122.5431835690;82.2263560412;-180.9725825961;-0.2633576778;0.0811435722;0.9612795921;0.9637675201;0.0658913789;0.2584772591;-0.0423662697;0.9945220193;-0.0955565399
Job_20250821_1307_Track01_Sphere_00026.jpg;400031.792699;390080.051;5819545.655;36.349;-121.5448135277;82.3258463560;-182.0173428001;-0.2632107412;0.0763920393;0.9617090839;0.9637473744;0.0659924597;0.2585265819;-0.0437161752;0.9948915778;-0.0909925516
Job_20250821_1307_Track01_Sphere_00027.jpg;400032.096014;390077.187;5819544.785;36.366;-122.8010090567;82.2909545877;-180.7530463474;-0.2621449747;0.0817607985;0.9615587263;0.9640729838;0.0665174073;0.2571744865;-0.0429336021;0.9944297896;-0.0962605810
Job_20250821_1307_Track01_Sphere_00028.jpg;400032.381711;390074.448;5819543.965;36.391;-123.0552250714;82.4707923304;-180.4442539285;-0.2591551286;0.0822097029;0.9623306002;0.9649124356;0.0655934062;0.2542469208;-0.0422209782;0.9944541567;-0.0963240322
Job_20250821_1307_Track01_Sphere_00029.jpg;400032.671595;390071.657;5819543.131;36.420;-121.6163260355;82.6419169475;-181.7208901261;-0.2582696888;0.0762637474;0.9630579467;0.9652195003;0.0622614781;0.2539189331;-0.0405966019;0.9951418739;-0.0896915087
Job_20250821_1307_Track01_Sphere_00030.jpg;400032.965651;390068.849;5819542.285;36.431;-120.4428798821;82.9538866542;-182.4158270755;-0.2545431986;0.0721520652;0.9643660298;0.9664611138;0.0541104734;0.2510477488;-0.0340686888;0.9959247643;-0.0835056183
Job_20250821_1307_Track01_Sphere_00031.jpg;400033.274684;390065.914;5819541.428;36.432;-121.5878445136;82.8562428532;-181.7114891067;-0.2551475822;0.0753827940;0.9639590996;0.9660616932;0.0614329278;0.2508999808;-0.0403052882;0.9952604834;-0.0884988926
Job_20250821_1307_Track01_Sphere_00032.jpg;400033.559282;390063.230;5819540.637;36.446;-120.7754981725;83.0252975704;-182.2501232929;-0.2533144002;0.0725166023;0.9646621984;0.9666907375;0.0567206945;0.2495832144;-0.0366173832;0.9957530342;-0.0844692964
Job_20250821_1307_Track01_Sphere_00033.jpg;400033.861909;390060.422;5819539.814;36.442;-119.3467379627;83.1915850609;-183.7206457209;-0.2524830640;0.0660089280;0.9653471520;0.9668496804;0.0565270853;0.2490108113;-0.0381313241;0.9962165980;-0.0780928426
Job_20250821_1307_Track01_Sphere_00034.jpg;400034.167471;390057.612;5819538.994;36.424;-119.7113382715;83.1308527577;-183.4456843824;-0.2530854593;0.0673355556;0.9650977532;0.9666456555;0.0581172025;0.2494364998;-0.0392928363;0.9960363014;-0.0797982412
Job_20250821_1307_Track01_Sphere_00035.jpg;400034.471652;390054.820;5819538.177;36.412;-119.8346738256;83.0297962089;-183.3496018982;-0.2544631138;0.0681134949;0.9646808154;0.9662738747;0.0586905118;0.2507393526;-0.0395388771;0.9959497857;-0.0807508610
